reviewText,overall,sentiment
"Health Valley Organic No Salt Added Soup, Potato Leek, 15 Ounce (425g) (Pack of 12), from Health Valley.
This soup, as is, is very bland, and tastes like organic dishwater.  Adding some salt and pepper is a necessity, to make it more edible.  It already contains some spices, but not nearly enough. It also contains a couple of things that I am not too crazy about: canola oil and acacia gum. I do not like the taste of canola oil, and I do not like gums of any kind added to my food.  Adding everything together, this soup could use some improvement.  I appreciate the good start, with 30mg of sodium, but they need a bit more sodium and spices to give the soup some taste.  As it is, right out of the can, I can only give this Health Valley Organic Potato Leek Soup two Amazon stars.

The Nutrition Facts, and Ingredients, as listed on the can label:

Nutrition Facts:
Serving Size  1 Cup (240g); Servings  about 2.
Calories  100 (Fat Calories  20).
Amount per Serving:
Total Fat  2g (Saturated Fat  0g, Trans Fat  0g).
Cholesterol  0mg.
Sodium  30mg.
Total Carbohydrate  20g (Dietary Fiber  3g; Sugars  2g).
Protein  2g.

INGREDIENTS:
FILTERED WATER, ORGANIC POTATOES, ORGANIC LEEKS, ORGANIC CARROTS, ORGANIC CELERY, ORGANIC POTATO FLAKES, ORGANIC RICE STARCH, ORGANIC ONIONS, ORGANIC EXPELLER PRESSED CANOLA OIL, ORGANIC CANE JUICE, ORGANIC ACACIA GUM, ORGANIC SPICES, NATURAL FLAVOR, VITAMIN A PALMITATE.

CERIFIED ORGANIC BY QUALITY ASSURANCE INTERNATIONAL (QAI).
Certified GF  Gluten-Free GFCO.org.  NON-BPA LINING.  MADE WITH NO GENETICALLY ENGINEERED INGREDIENTS.
Exchanges:  1 Starch

Ships from and sold by Amazon.com.

2013 The Hain Celestial Group, Inc.
MANUFACTURED FOR DISTRIBUTION BY: THE HAIN CELESTIAL GROUP, INC., LAKE SUCCESS, NY  11042 USA; phone: 1.800.434.4246; web: healthvalley.com; single item UPC Code: 0 35742 22107 9.",2.0,negative
Not spicy at all and pretty boring.,2.0,negative
"They changed the package, fine.  It's bold and TOTALLY X-treme1!1!!!!!  dude.  Fine.

No, the problem is that they changed the FISH.

It's a different mold.  The fish are tiny.  And, the worst part... the recipe.  It seems like the ""cherry"" flavor is way overboard; it's so strong it's making my tongue numb.  It kinda tastes like chemical wood lacquer.

They New Coke'd Swedish Fish...  a candy I've loved forever because of what it was.  This isn't it.  So sad now.  :'(",1.0,negative
One cat won't touch the stuff and the other one thinks it Manna from heaven. I don't think she knows its whats causing her gastric distress in the litter box.,2.0,negative
thanks,5.0,positive
Not enough flavor,1.0,negative
Tastes artificial.,1.0,negative
"This vacuum seemed really great, and I originally reviewed it at a full 5 stars. Many people seem to be reviewing the same way as well, quickly. I am sad to say, this vacuum actually started 'kerplunking' after a couple months, and rapidly declined to an unusable state. We ended up coughing and sneezing every time that we vacuumed. Eventually, people started saying that our house smelled ""dusty."" It was because of the vacuum.

My original review title: Sometimes you get MORE than what you pay for!!
SO sad. You actually do not get more than what you pay for with this item. Now, I realize, you should just pay a little more and get a quality vacuum.

We ended up spending about $200 for the Shark Lift Away, and it was AMAZINGLY high quality. After the first vacuuming, my mother-in-law came over, and instantly, the very first thing she said before she put her bag down was, ""You got your carpets steam cleaned?!"" My partner and I looked at each other and laughed. We told her we had just vacuumed with a different vacuum! No steam cleaners or shampooers at all. Just a one-time use of a Shark vacuum! I am not kidding you. The Shark Lift Away is incredible! It is worth it to skip this one and get a Shark!! --Or at least a higher quality vacuum in general. ...Good luck, friends! :-)",2.0,negative
"I liked this and have ordered more.  Nice, thick and hardy.",4.0,positive
Extremely small rolls compared to the ones I was receiving in my orders previously. This was considered comparable?  Much smaller rolls and more exoensive. Not happy with amazons idea of a replacement.,1.0,negative
My son loves chocolate cake...We made this with chocolate frosting...Amazing!,5.0,positive
"Broke on the first hole I tried to drill with it.
Returned to Amazon for a full credit. Amazon is the best as far as returns",1.0,negative
All okay - No Issues.,4.0,positive
My husband made this with his chili and the kids loved it. Easy to make.,5.0,positive
"This has Mineral Oil and Paraffin in it, as main ingredients. Both are extractives of Petroleum.  If you like slathering Petroleum onto your skin and absorbing it into your body, well, that's your choice.
I really hope Amazon brings in some good skin lotions with healthier ingredients at low prices.",1.0,negative
"You pay fora name.  Lower sodium is the best thing I can say about it.  The contents are sparse and this can of soup is one bowl only, not condensed.  Disappointed for the money...",2.0,negative
Would not buy again. I thought these were chips made from vegetables but its mostly powders.  Taste is blah.,2.0,negative
These shells are great.  I love the flat bottoms.  The shell is crunchy and a little salty and just what we need for a great taco night.,5.0,positive
"Progressive soups have a fuller taste than Campbell's. Not to sound like a commercial but the rich taste and vegetables do taste more like homemade. I love the poptop lids, easy to open. Gemhunter",5.0,positive
gross tasting. no one ate them. threw them out.,1.0,negative
Taste like lime.,5.0,positive
"junk, flimsy metal frame, motor had big problems right out of the box, wouldnt spin without help, then only turned very slow. get what ya pay for i guess.",1.0,negative
ok,5.0,positive
Prefer SILK over Blue Diamond but perhaps it's simply a matter of taste ...,2.0,negative
ok,4.0,positive
It's coke.  Not much to say.,4.0,positive
"Don't waste your time or money .... this is just tortillas, seasoning, and a VERY small amount of cheese sauce. My family found it VERY disappointing. I like their other products but this is a fail.",2.0,negative
"I bought this at a local hardware store, not on Amazon but since everyone uses Amazon for reviewing a product before they buy I thought I would put my comments here.

SO NOT WORTH IT !!  Just buy the good brand of Duct Tape, works better.

This tape barely stuck to my lap top to hold a piece down.  There is no way it would hold against Bricks like the commercial shows.
I paid good money for this thinking it was very strong, but I was very very wrong !
Shoot, even the cheaper silver duct tape you can buy at kmart sticks better .... leaves residue behind, but still holds !",1.0,negative
ok,4.0,positive
Tasty and creamy. Lots of caffeine beware!,4.0,positive
"Smells nice, but feels so heavy and thick",2.0,negative
Good value,4.0,positive
Good price. Tastes good. Glad I purchased.,4.0,positive
OK product,4.0,positive
as usual,4.0,positive
"This is pretty good. It has nice large chunks of ground beef. I like it with rotel, chili powder, cayenne powder and tabasco.",4.0,positive
"this vac picks up okay, it is satisfactory, not at all superior as most reviews claim.  It picks up well if you put a new bag after each and every time you vacum, just once.  And it started smelling up my whole house with a really nasty smell after the 3rd time I cleaned. I bout extra bags with the deodorizing tablets with I change each vacuum, but the smell is still unbearable.  I would not reccomend this cleaner at all. I say spend a ;little more and get a better piece of eqipment.  I am not kidding you when I say it smells horrible!  Plus I discovered I do want attacments, I thought I could go without them, but I have corners and places that need asn attachment.  It leaves a path close to the baseboards it will not get to. I am not at all happy with this product.",2.0,negative
